pgmid,vehicle_count,pepkspeed,timestamp,location,created_at
88,1,38.07,07:43:11.070,"32.8945,-96.57679",2025-10-27T07:43:11.071998Z
88,1,46.19,07:43:11.983,"32.8945,-96.57679",2025-10-27T07:43:11.983943Z
88,1,43.35,07:43:12.715,"32.8945,-96.57679",2025-10-27T07:43:12.716607Z
88,1,38.28,07:43:13.472,"32.8945,-96.57679",2025-10-27T07:43:13.473815Z
88,1,40.84,07:43:14.201,"32.8945,-96.57679",2025-10-27T07:43:14.202407Z
88,1,42.91,07:43:14.920,"32.8945,-96.57679",2025-10-27T07:43:14.922041Z
88,1,35.61,07:43:15.631,"32.8945,-96.57679",2025-10-27T07:43:15.632890Z
88,1,39.14,07:43:16.365,"32.8945,-96.57679",2025-10-27T07:43:16.366316Z
88,1,41.19,07:43:17.114,"32.8945,-96.57679",2025-10-27T07:43:17.115994Z
88,1,43.85,07:43:17.864,"32.8945,-96.57679",2025-10-27T07:43:17.865665Z
88,1,34.52,07:43:18.639,"32.8945,-96.57679",2025-10-27T07:43:18.641037Z
88,1,39.66,07:43:19.384,"32.8945,-96.57679",2025-10-27T07:43:19.386101Z
88,1,35.5,07:43:20.139,"32.8945,-96.57679",2025-10-27T07:43:20.140328Z
88,1,52.68,07:43:20.889,"32.8945,-96.57679",2025-10-27T07:43:20.890264Z
88,1,43.38,07:43:21.604,"32.8945,-96.57679",2025-10-27T07:43:21.605068Z
88,1,39.23,07:43:22.331,"32.8945,-96.57679",2025-10-27T07:43:22.332604Z
88,1,47.41,07:43:23.057,"32.8945,-96.57679",2025-10-27T07:43:23.058067Z
88,1,41.45,07:43:23.809,"32.8945,-96.57679",2025-10-27T07:43:23.810637Z
88,1,42.25,07:43:24.536,"32.8945,-96.57679",2025-10-27T07:43:24.537874Z
88,1,43.29,07:43:25.270,"32.8945,-96.57679",2025-10-27T07:43:25.271614Z
88,1,45.36,07:43:25.998,"32.8945,-96.57679",2025-10-27T07:43:26.000028Z
88,1,41.21,07:43:26.758,"32.8945,-96.57679",2025-10-27T07:43:26.758943Z
88,1,44.98,07:43:27.483,"32.8945,-96.57679",2025-10-27T07:43:27.484762Z
88,1,43.27,07:43:28.214,"32.8945,-96.57679",2025-10-27T07:43:28.216119Z
88,1,41.39,07:43:28.936,"32.8945,-96.57679",2025-10-27T07:43:28.937946Z
88,1,25.38,07:43:29.676,"32.8945,-96.57679",2025-10-27T07:43:29.677464Z
88,1,33.79,07:43:30.426,"32.8945,-96.57679",2025-10-27T07:43:30.427225Z
88,1,41.0,07:43:31.155,"32.8945,-96.57679",2025-10-27T07:43:31.157091Z
88,1,45.05,07:43:31.878,"32.8945,-96.57679",2025-10-27T07:43:31.878892Z
88,1,44.45,07:43:32.603,"32.8945,-96.57679",2025-10-27T07:43:32.604511Z
88,1,41.44,07:43:33.326,"32.8945,-96.57679",2025-10-27T07:43:33.327720Z
88,1,41.95,07:43:34.058,"32.8945,-96.57679",2025-10-27T07:43:34.058880Z
88,1,38.53,07:43:34.783,"32.8945,-96.57679",2025-10-27T07:43:34.784808Z
88,1,46.34,07:43:35.509,"32.8945,-96.57679",2025-10-27T07:43:35.510665Z
88,1,53.63,07:43:36.227,"32.8945,-96.57679",2025-10-27T07:43:36.228401Z
88,1,45.28,07:43:36.949,"32.8945,-96.57679",2025-10-27T07:43:36.950779Z
88,1,45.05,07:43:37.670,"32.8945,-96.57679",2025-10-27T07:43:37.671601Z
88,1,33.26,07:43:38.418,"32.8945,-96.57679",2025-10-27T07:43:38.419665Z
88,1,35.57,07:43:39.143,"32.8945,-96.57679",2025-10-27T07:43:39.144448Z
88,1,41.13,07:43:39.876,"32.8945,-96.57679",2025-10-27T07:43:39.877234Z
88,1,46.87,07:43:40.594,"32.8945,-96.57679",2025-10-27T07:43:40.595436Z
88,1,42.78,07:43:41.314,"32.8945,-96.57679",2025-10-27T07:43:41.315513Z
88,1,38.73,07:43:42.030,"32.8945,-96.57679",2025-10-27T07:43:42.032199Z
88,1,37.13,07:43:42.743,"32.8945,-96.57679",2025-10-27T07:43:42.744923Z
88,1,42.37,07:43:43.460,"32.8945,-96.57679",2025-10-27T07:43:43.461582Z
88,1,40.26,07:43:44.188,"32.8945,-96.57679",2025-10-27T07:43:44.190151Z
88,1,38.51,07:43:44.915,"32.8945,-96.57679",2025-10-27T07:43:44.916588Z
88,1,43.65,07:43:45.660,"32.8945,-96.57679",2025-10-27T07:43:45.661672Z
88,1,39.06,07:43:46.378,"32.8945,-96.57679",2025-10-27T07:43:46.379753Z
88,1,39.53,07:43:47.109,"32.8945,-96.57679",2025-10-27T07:43:47.110528Z
88,1,37.49,07:43:47.834,"32.8945,-96.57679",2025-10-27T07:43:47.836118Z
88,1,41.91,07:43:48.568,"32.8945,-96.57679",2025-10-27T07:43:48.569794Z
88,1,55.18,07:43:49.327,"32.8945,-96.57679",2025-10-27T07:43:49.328214Z
88,1,42.08,07:43:50.043,"32.8945,-96.57679",2025-10-27T07:43:50.043849Z
88,1,35.71,07:43:50.772,"32.8945,-96.57679",2025-10-27T07:43:50.773979Z
88,1,36.35,07:43:51.492,"32.8945,-96.57679",2025-10-27T07:43:51.493741Z
88,1,32.85,07:43:52.209,"32.8945,-96.57679",2025-10-27T07:43:52.210390Z
88,1,43.07,07:43:52.929,"32.8945,-96.57679",2025-10-27T07:43:52.930504Z
88,1,41.33,07:43:53.646,"32.8945,-96.57679",2025-10-27T07:43:53.647486Z
88,1,37.02,07:43:54.409,"32.8945,-96.57679",2025-10-27T07:43:54.410427Z
88,1,47.17,07:43:55.158,"32.8945,-96.57679",2025-10-27T07:43:55.159127Z
88,1,37.96,07:43:55.911,"32.8945,-96.57679",2025-10-27T07:43:55.912882Z
88,1,41.52,07:43:56.636,"32.8945,-96.57679",2025-10-27T07:43:56.636972Z
88,1,49.07,07:43:57.358,"32.8945,-96.57679",2025-10-27T07:43:57.358504Z
88,1,43.0,07:43:58.087,"32.8945,-96.57679",2025-10-27T07:43:58.088949Z
88,1,38.74,07:43:58.802,"32.8945,-96.57679",2025-10-27T07:43:58.804105Z
88,1,31.96,07:43:59.544,"32.8945,-96.57679",2025-10-27T07:43:59.545689Z
88,1,44.73,07:44:00.276,"32.8945,-96.57679",2025-10-27T07:44:00.277112Z
88,1,40.79,07:44:01.027,"32.8945,-96.57679",2025-10-27T07:44:01.028568Z
88,1,26.37,07:44:01.753,"32.8945,-96.57679",2025-10-27T07:44:01.754983Z
88,1,40.99,07:44:02.509,"32.8945,-96.57679",2025-10-27T07:44:02.509895Z
88,1,32.27,07:44:03.260,"32.8945,-96.57679",2025-10-27T07:44:03.261512Z
88,1,35.04,07:44:03.982,"32.8945,-96.57679",2025-10-27T07:44:03.983117Z
88,1,41.08,07:44:04.727,"32.8945,-96.57679",2025-10-27T07:44:04.728465Z
88,1,32.25,07:44:05.466,"32.8945,-96.57679",2025-10-27T07:44:05.467784Z
88,1,41.41,07:44:06.209,"32.8945,-96.57679",2025-10-27T07:44:06.210450Z
88,1,42.6,07:44:06.922,"32.8945,-96.57679",2025-10-27T07:44:06.923910Z
88,1,42.6,07:44:07.639,"32.8945,-96.57679",2025-10-27T07:44:07.640310Z
88,1,32.48,07:44:08.356,"32.8945,-96.57679",2025-10-27T07:44:08.357423Z
88,1,43.41,07:44:09.081,"32.8945,-96.57679",2025-10-27T07:44:09.082834Z
88,1,39.16,07:44:09.844,"32.8945,-96.57679",2025-10-27T07:44:09.845603Z
88,1,40.63,07:44:10.559,"32.8945,-96.57679",2025-10-27T07:44:10.559854Z
88,1,35.36,07:44:11.288,"32.8945,-96.57679",2025-10-27T07:44:11.289764Z
88,1,41.79,07:44:12.008,"32.8945,-96.57679",2025-10-27T07:44:12.009578Z
88,1,41.83,07:44:12.753,"32.8945,-96.57679",2025-10-27T07:44:12.754307Z
88,1,27.2,07:44:13.466,"32.8945,-96.57679",2025-10-27T07:44:13.467342Z
88,1,43.03,07:44:14.225,"32.8945,-96.57679",2025-10-27T07:44:14.227010Z
88,1,45.06,07:44:14.992,"32.8945,-96.57679",2025-10-27T07:44:14.993202Z
88,1,43.02,07:44:15.696,"32.8945,-96.57679",2025-10-27T07:44:15.697512Z
88,1,38.73,07:44:16.421,"32.8945,-96.57679",2025-10-27T07:44:16.422172Z
88,1,34.15,07:44:17.134,"32.8945,-96.57679",2025-10-27T07:44:17.135292Z
88,1,44.02,07:44:17.859,"32.8945,-96.57679",2025-10-27T07:44:17.860289Z
88,1,36.09,07:44:18.607,"32.8945,-96.57679",2025-10-27T07:44:18.608549Z
88,1,38.94,07:44:19.327,"32.8945,-96.57679",2025-10-27T07:44:19.329047Z
88,1,49.75,07:44:20.044,"32.8945,-96.57679",2025-10-27T07:44:20.044389Z
88,1,45.48,07:44:20.759,"32.8945,-96.57679",2025-10-27T07:44:20.759685Z
88,1,28.49,07:44:21.471,"32.8945,-96.57679",2025-10-27T07:44:21.472774Z
88,1,46.31,07:44:22.225,"32.8945,-96.57679",2025-10-27T07:44:22.226996Z
88,1,50.35,07:44:22.953,"32.8945,-96.57679",2025-10-27T07:44:22.955060Z
88,1,41.34,07:44:23.675,"32.8945,-96.57679",2025-10-27T07:44:23.677065Z
88,1,41.77,07:44:24.396,"32.8945,-96.57679",2025-10-27T07:44:24.397021Z
88,1,36.85,07:44:25.121,"32.8945,-96.57679",2025-10-27T07:44:25.121871Z
88,1,41.9,07:44:25.825,"32.8945,-96.57679",2025-10-27T07:44:25.826906Z
88,1,42.36,07:44:26.544,"32.8945,-96.57679",2025-10-27T07:44:26.545851Z
88,1,42.81,07:44:27.288,"32.8945,-96.57679",2025-10-27T07:44:27.289032Z
88,1,37.61,07:44:28.019,"32.8945,-96.57679",2025-10-27T07:44:28.020251Z
88,1,43.54,07:44:28.776,"32.8945,-96.57679",2025-10-27T07:44:28.777606Z
88,1,40.47,07:44:29.504,"32.8945,-96.57679",2025-10-27T07:44:29.505044Z
88,1,40.1,07:44:30.225,"32.8945,-96.57679",2025-10-27T07:44:30.226903Z
88,1,36.45,07:44:30.941,"32.8945,-96.57679",2025-10-27T07:44:30.942390Z
88,1,41.13,07:44:31.685,"32.8945,-96.57679",2025-10-27T07:44:31.686662Z
88,1,44.15,07:44:32.425,"32.8945,-96.57679",2025-10-27T07:44:32.426832Z
88,1,39.43,07:44:33.153,"32.8945,-96.57679",2025-10-27T07:44:33.154783Z
88,1,40.63,07:44:33.884,"32.8945,-96.57679",2025-10-27T07:44:33.885425Z
88,1,40.04,07:44:34.607,"32.8945,-96.57679",2025-10-27T07:44:34.609027Z
88,1,44.91,07:44:35.338,"32.8945,-96.57679",2025-10-27T07:44:35.338714Z
88,1,40.05,07:44:36.092,"32.8945,-96.57679",2025-10-27T07:44:36.093543Z
88,1,38.4,07:44:36.811,"32.8945,-96.57679",2025-10-27T07:44:36.812743Z
88,1,51.58,07:44:37.557,"32.8945,-96.57679",2025-10-27T07:44:37.558731Z
88,1,51.51,07:44:38.286,"32.8945,-96.57679",2025-10-27T07:44:38.288148Z
88,1,38.27,07:44:39.032,"32.8945,-96.57679",2025-10-27T07:44:39.033793Z
88,1,35.26,07:44:39.793,"32.8945,-96.57679",2025-10-27T07:44:39.794090Z
88,1,45.61,07:44:40.532,"32.8945,-96.57679",2025-10-27T07:44:40.533775Z
88,1,36.45,07:44:41.252,"32.8945,-96.57679",2025-10-27T07:44:41.253305Z
88,1,36.0,07:44:41.989,"32.8945,-96.57679",2025-10-27T07:44:41.990568Z
88,1,36.64,07:44:42.733,"32.8945,-96.57679",2025-10-27T07:44:42.734721Z
88,1,48.13,07:44:43.465,"32.8945,-96.57679",2025-10-27T07:44:43.466154Z
88,1,42.95,07:44:44.208,"32.8945,-96.57679",2025-10-27T07:44:44.209993Z
88,1,42.48,07:44:44.929,"32.8945,-96.57679",2025-10-27T07:44:44.930832Z
88,1,39.49,07:44:45.654,"32.8945,-96.57679",2025-10-27T07:44:45.656032Z
88,1,46.03,07:44:46.374,"32.8945,-96.57679",2025-10-27T07:44:46.375171Z
88,1,38.92,07:44:47.095,"32.8945,-96.57679",2025-10-27T07:44:47.096108Z
88,1,34.54,07:44:47.803,"32.8945,-96.57679",2025-10-27T07:44:47.804934Z
88,1,33.35,07:44:48.518,"32.8945,-96.57679",2025-10-27T07:44:48.519242Z
88,1,38.88,07:44:49.273,"32.8945,-96.57679",2025-10-27T07:44:49.274788Z
88,1,37.5,07:44:50.014,"32.8945,-96.57679",2025-10-27T07:44:50.014883Z
88,1,27.4,07:44:50.738,"32.8945,-96.57679",2025-10-27T07:44:50.739179Z
88,1,46.11,07:44:51.493,"32.8945,-96.57679",2025-10-27T07:44:51.493998Z
88,1,33.23,07:44:52.209,"32.8945,-96.57679",2025-10-27T07:44:52.211003Z
88,1,35.77,07:44:52.931,"32.8945,-96.57679",2025-10-27T07:44:52.933091Z
88,1,48.37,07:44:53.684,"32.8945,-96.57679",2025-10-27T07:44:53.685774Z
88,1,41.18,07:44:54.400,"32.8945,-96.57679",2025-10-27T07:44:54.401680Z
88,1,37.94,07:44:55.158,"32.8945,-96.57679",2025-10-27T07:44:55.158810Z
88,1,45.09,07:44:55.886,"32.8945,-96.57679",2025-10-27T07:44:55.887421Z
88,1,46.38,07:44:56.609,"32.8945,-96.57679",2025-10-27T07:44:56.611056Z
88,1,37.43,07:44:57.348,"32.8945,-96.57679",2025-10-27T07:44:57.349096Z
88,1,39.2,07:44:58.086,"32.8945,-96.57679",2025-10-27T07:44:58.087974Z
88,1,43.07,07:44:58.808,"32.8945,-96.57679",2025-10-27T07:44:58.808916Z
88,1,33.25,07:44:59.558,"32.8945,-96.57679",2025-10-27T07:44:59.560084Z
88,1,31.08,07:45:00.297,"32.8945,-96.57679",2025-10-27T07:45:00.298951Z
88,1,45.86,07:45:01.003,"32.8945,-96.57679",2025-10-27T07:45:01.004548Z
88,1,46.39,07:45:01.719,"32.8945,-96.57679",2025-10-27T07:45:01.720564Z
88,1,44.95,07:45:02.446,"32.8945,-96.57679",2025-10-27T07:45:02.447014Z
88,1,25.68,07:45:03.193,"32.8945,-96.57679",2025-10-27T07:45:03.194138Z
88,1,43.38,07:45:03.912,"32.8945,-96.57679",2025-10-27T07:45:03.913556Z
88,1,35.52,07:45:04.642,"32.8945,-96.57679",2025-10-27T07:45:04.643338Z
88,1,40.2,07:45:05.384,"32.8945,-96.57679",2025-10-27T07:45:05.386031Z
88,1,38.67,07:45:06.137,"32.8945,-96.57679",2025-10-27T07:45:06.138101Z
88,1,39.48,07:45:06.871,"32.8945,-96.57679",2025-10-27T07:45:06.872310Z
88,1,41.34,07:45:07.593,"32.8945,-96.57679",2025-10-27T07:45:07.594685Z
88,1,40.57,07:45:08.317,"32.8945,-96.57679",2025-10-27T07:45:08.318153Z
88,1,38.67,07:45:09.068,"32.8945,-96.57679",2025-10-27T07:45:09.069748Z
88,1,40.9,07:45:09.825,"32.8945,-96.57679",2025-10-27T07:45:09.826402Z
88,1,38.26,07:45:10.551,"32.8945,-96.57679",2025-10-27T07:45:10.552261Z
88,1,30.28,07:45:11.279,"32.8945,-96.57679",2025-10-27T07:45:11.279713Z
88,1,48.72,07:45:12.020,"32.8945,-96.57679",2025-10-27T07:45:12.021811Z
88,1,44.85,07:45:12.735,"32.8945,-96.57679",2025-10-27T07:45:12.737966Z
88,1,38.51,07:45:13.463,"32.8945,-96.57679",2025-10-27T07:45:13.464819Z
88,1,36.81,07:45:14.211,"32.8945,-96.57679",2025-10-27T07:45:14.212652Z
88,1,41.6,07:45:14.958,"32.8945,-96.57679",2025-10-27T07:45:14.958962Z
88,1,38.92,07:45:15.661,"32.8945,-96.57679",2025-10-27T07:45:15.662314Z
88,1,43.76,07:45:16.375,"32.8945,-96.57679",2025-10-27T07:45:16.376424Z
88,1,43.73,07:45:17.105,"32.8945,-96.57679",2025-10-27T07:45:17.106241Z
88,1,34.99,07:45:17.855,"32.8945,-96.57679",2025-10-27T07:45:17.856971Z
88,1,37.93,07:45:18.574,"32.8945,-96.57679",2025-10-27T07:45:18.575641Z
88,1,44.84,07:45:19.296,"32.8945,-96.57679",2025-10-27T07:45:19.296996Z
88,1,39.33,07:45:20.019,"32.8945,-96.57679",2025-10-27T07:45:20.021053Z
88,1,47.88,07:45:20.747,"32.8945,-96.57679",2025-10-27T07:45:20.748357Z
88,1,39.05,07:45:21.481,"32.8945,-96.57679",2025-10-27T07:45:21.482100Z
88,1,35.71,07:45:22.223,"32.8945,-96.57679",2025-10-27T07:45:22.224687Z
88,1,44.58,07:45:22.975,"32.8945,-96.57679",2025-10-27T07:45:22.977190Z
88,1,43.2,07:45:23.698,"32.8945,-96.57679",2025-10-27T07:45:23.699866Z
88,1,48.61,07:45:24.409,"32.8945,-96.57679",2025-10-27T07:45:24.410854Z
88,1,42.95,07:45:25.134,"32.8945,-96.57679",2025-10-27T07:45:25.134954Z
88,1,48.36,07:45:25.856,"32.8945,-96.57679",2025-10-27T07:45:25.857003Z
88,1,44.19,07:45:26.566,"32.8945,-96.57679",2025-10-27T07:45:26.567780Z
88,1,42.29,07:45:27.281,"32.8945,-96.57679",2025-10-27T07:45:27.282565Z
88,1,34.81,07:45:27.994,"32.8945,-96.57679",2025-10-27T07:45:27.995027Z
88,1,29.08,07:45:28.737,"32.8945,-96.57679",2025-10-27T07:45:28.738044Z
88,1,40.89,07:45:30.317,"32.8945,-96.57679",2025-10-27T07:45:30.318507Z
88,1,41.39,07:45:32.626,"32.8945,-96.57679",2025-10-27T07:45:32.627622Z
88,1,46.61,07:45:35.056,"32.8945,-96.57679",2025-10-27T07:45:35.057009Z
88,1,36.61,07:45:35.980,"32.8945,-96.57679",2025-10-27T07:45:35.981485Z
88,1,29.53,07:45:36.717,"32.8945,-96.57679",2025-10-27T07:45:36.718936Z
88,1,36.2,07:45:37.453,"32.8945,-96.57679",2025-10-27T07:45:37.454072Z
88,1,37.4,07:45:38.207,"32.8945,-96.57679",2025-10-27T07:45:38.208341Z
88,1,38.23,07:45:38.956,"32.8945,-96.57679",2025-10-27T07:45:38.958167Z
88,1,40.67,07:45:39.684,"32.8945,-96.57679",2025-10-27T07:45:39.685636Z
88,1,40.78,07:45:40.402,"32.8945,-96.57679",2025-10-27T07:45:40.402447Z
88,1,38.32,07:45:41.112,"32.8945,-96.57679",2025-10-27T07:45:41.113868Z
88,1,39.17,07:45:41.844,"32.8945,-96.57679",2025-10-27T07:45:41.846187Z
88,1,41.16,07:45:42.568,"32.8945,-96.57679",2025-10-27T07:45:42.569293Z
88,1,39.17,07:45:43.293,"32.8945,-96.57679",2025-10-27T07:45:43.294255Z
88,1,39.56,07:45:44.026,"32.8945,-96.57679",2025-10-27T07:45:44.027369Z
88,1,40.63,07:45:44.751,"32.8945,-96.57679",2025-10-27T07:45:44.752586Z
88,1,40.73,07:45:45.503,"32.8945,-96.57679",2025-10-27T07:45:45.504634Z
88,1,46.87,07:45:46.251,"32.8945,-96.57679",2025-10-27T07:45:46.253272Z
88,1,43.68,07:45:47.013,"32.8945,-96.57679",2025-10-27T07:45:47.014350Z
88,1,39.95,07:45:47.730,"32.8945,-96.57679",2025-10-27T07:45:47.731311Z
88,1,38.08,07:45:48.457,"32.8945,-96.57679",2025-10-27T07:45:48.458138Z
88,1,44.79,07:45:49.212,"32.8945,-96.57679",2025-10-27T07:45:49.213944Z
88,1,34.52,07:45:49.952,"32.8945,-96.57679",2025-10-27T07:45:49.953285Z
88,1,39.91,07:45:50.668,"32.8945,-96.57679",2025-10-27T07:45:50.669931Z
88,1,38.91,07:45:51.402,"32.8945,-96.57679",2025-10-27T07:45:51.403935Z
88,1,35.87,07:45:52.121,"32.8945,-96.57679",2025-10-27T07:45:52.121691Z
88,1,39.62,07:45:52.835,"32.8945,-96.57679",2025-10-27T07:45:52.836875Z
88,1,41.58,07:45:53.561,"32.8945,-96.57679",2025-10-27T07:45:53.562939Z
88,1,29.15,07:45:54.302,"32.8945,-96.57679",2025-10-27T07:45:54.303504Z
88,1,41.99,07:45:55.068,"32.8945,-96.57679",2025-10-27T07:45:55.069717Z
88,1,53.63,07:45:55.795,"32.8945,-96.57679",2025-10-27T07:45:55.796309Z
88,1,39.05,07:45:56.518,"32.8945,-96.57679",2025-10-27T07:45:56.520182Z
88,1,44.86,07:45:57.240,"32.8945,-96.57679",2025-10-27T07:45:57.241397Z
88,1,33.87,07:45:57.974,"32.8945,-96.57679",2025-10-27T07:45:57.975631Z
88,1,34.37,07:45:58.702,"32.8945,-96.57679",2025-10-27T07:45:58.703462Z
88,1,39.04,07:45:59.428,"32.8945,-96.57679",2025-10-27T07:45:59.429734Z
88,1,42.82,07:46:00.152,"32.8945,-96.57679",2025-10-27T07:46:00.153139Z
88,1,37.99,07:46:00.862,"32.8945,-96.57679",2025-10-27T07:46:00.863503Z
88,1,37.62,07:46:01.589,"32.8945,-96.57679",2025-10-27T07:46:01.590733Z
88,1,46.98,07:46:02.305,"32.8945,-96.57679",2025-10-27T07:46:02.305939Z
88,1,37.07,07:46:03.027,"32.8945,-96.57679",2025-10-27T07:46:03.027829Z
88,1,38.86,07:46:03.739,"32.8945,-96.57679",2025-10-27T07:46:03.740540Z
88,1,44.59,07:46:04.460,"32.8945,-96.57679",2025-10-27T07:46:04.462138Z
88,1,37.57,07:46:05.184,"32.8945,-96.57679",2025-10-27T07:46:05.184639Z
88,1,39.71,07:46:05.904,"32.8945,-96.57679",2025-10-27T07:46:05.905530Z
88,1,38.97,07:46:06.634,"32.8945,-96.57679",2025-10-27T07:46:06.635409Z
88,1,49.59,07:46:07.386,"32.8945,-96.57679",2025-10-27T07:46:07.386878Z
88,1,40.62,07:46:08.111,"32.8945,-96.57679",2025-10-27T07:46:08.112983Z
88,1,43.89,07:46:08.845,"32.8945,-96.57679",2025-10-27T07:46:08.846911Z
88,1,41.47,07:46:09.592,"32.8945,-96.57679",2025-10-27T07:46:09.594160Z
88,1,44.72,07:46:10.339,"32.8945,-96.57679",2025-10-27T07:46:10.340770Z
88,1,35.43,07:46:11.053,"32.8945,-96.57679",2025-10-27T07:46:11.058670Z
88,1,38.96,07:46:11.781,"32.8945,-96.57679",2025-10-27T07:46:11.782734Z
88,1,38.81,07:46:12.535,"32.8945,-96.57679",2025-10-27T07:46:12.536626Z
88,1,47.72,07:46:13.251,"32.8945,-96.57679",2025-10-27T07:46:13.252965Z
88,1,41.84,07:46:13.970,"32.8945,-96.57679",2025-10-27T07:46:13.971916Z
88,1,37.4,07:46:14.720,"32.8945,-96.57679",2025-10-27T07:46:14.721438Z
88,1,41.03,07:46:15.436,"32.8945,-96.57679",2025-10-27T07:46:15.437368Z
88,1,34.25,07:46:16.162,"32.8945,-96.57679",2025-10-27T07:46:16.163225Z
88,1,43.73,07:46:16.875,"32.8945,-96.57679",2025-10-27T07:46:16.876696Z
88,1,30.73,07:46:17.597,"32.8945,-96.57679",2025-10-27T07:46:17.598989Z
88,1,43.7,07:46:18.320,"32.8945,-96.57679",2025-10-27T07:46:18.321639Z
88,1,37.79,07:46:19.052,"32.8945,-96.57679",2025-10-27T07:46:19.053754Z
88,1,42.54,07:46:19.785,"32.8945,-96.57679",2025-10-27T07:46:19.786783Z
88,1,35.34,07:46:20.520,"32.8945,-96.57679",2025-10-27T07:46:20.521494Z
88,1,40.25,07:46:21.254,"32.8945,-96.57679",2025-10-27T07:46:21.256075Z
88,1,42.3,07:46:21.982,"32.8945,-96.57679",2025-10-27T07:46:21.983950Z
88,1,37.38,07:46:22.711,"32.8945,-96.57679",2025-10-27T07:46:22.712364Z
88,1,37.73,07:46:23.470,"32.8945,-96.57679",2025-10-27T07:46:23.471314Z
88,1,34.66,07:46:24.218,"32.8945,-96.57679",2025-10-27T07:46:24.218368Z
88,1,38.13,07:46:24.945,"32.8945,-96.57679",2025-10-27T07:46:24.946475Z
88,1,45.9,07:46:25.686,"32.8945,-96.57679",2025-10-27T07:46:25.687519Z
88,1,46.68,07:46:26.416,"32.8945,-96.57679",2025-10-27T07:46:26.416637Z
88,1,39.18,07:46:27.134,"32.8945,-96.57679",2025-10-27T07:46:27.136200Z
88,1,42.65,07:46:27.861,"32.8945,-96.57679",2025-10-27T07:46:27.863039Z
88,1,33.61,07:46:28.569,"32.8945,-96.57679",2025-10-27T07:46:28.570542Z
88,1,41.15,07:46:29.290,"32.8945,-96.57679",2025-10-27T07:46:29.291342Z
88,1,41.27,07:46:30.025,"32.8945,-96.57679",2025-10-27T07:46:30.026509Z
88,1,36.25,07:46:30.771,"32.8945,-96.57679",2025-10-27T07:46:30.772531Z
88,1,37.46,07:46:31.499,"32.8945,-96.57679",2025-10-27T07:46:31.501204Z
88,1,37.47,07:46:32.230,"32.8945,-96.57679",2025-10-27T07:46:32.231612Z
88,1,30.78,07:46:32.950,"32.8945,-96.57679",2025-10-27T07:46:32.951373Z
88,1,35.63,07:46:33.684,"32.8945,-96.57679",2025-10-27T07:46:33.685862Z
88,1,50.94,07:46:34.436,"32.8945,-96.57679",2025-10-27T07:46:34.437331Z
88,1,36.99,07:46:35.169,"32.8945,-96.57679",2025-10-27T07:46:35.169623Z
88,1,42.42,07:46:35.894,"32.8945,-96.57679",2025-10-27T07:46:35.895183Z
88,1,39.36,07:46:36.612,"32.8945,-96.57679",2025-10-27T07:46:36.613776Z
88,1,44.26,07:46:37.339,"32.8945,-96.57679",2025-10-27T07:46:37.340153Z
88,1,33.81,07:46:38.052,"32.8945,-96.57679",2025-10-27T07:46:38.053331Z
88,1,31.69,07:46:38.802,"32.8945,-96.57679",2025-10-27T07:46:38.803918Z
88,1,45.08,07:46:39.568,"32.8945,-96.57679",2025-10-27T07:46:39.569512Z
